PeriodStart,PeriodEnd,Period,AirTemp,AlbedoDaily,Azimuth,CloudOpacity,DewpointTemp,Dhi,Dni,Ebh,Ghi,GtiFixedTilt,GtiTracking,PrecipitableWater,RelativeHumidity,SurfacePressure,WindDirection10m,WindSpeed10m,Zenith
2018-01-01 00:00:00+00:00,2018-01-01T01:00:00Z,PT60M,21.3,0.13,138,58.4,19.9,0,0,0,0,0,0,40.6,92.0,914.2,317,1.2,124
2018-01-01 01:00:00+00:00,2018-01-01T02:00:00Z,PT60M,21.0,0.13,153,50.5,19.5,0,0,0,0,0,0,40.1,91.4,914.1,315,1.2,132
2018-01-01 02:00:00+00:00,2018-01-01T03:00:00Z,PT60M,20.7,0.13,171,41.5,19.2,0,0,0,0,0,0,39.6,90.8,914.1,313,1.2,136
2018-01-01 03:00:00+00:00,2018-01-01T04:00:00Z,PT60M,20.5,0.12,-169,43.4,18.9,0,0,0,0,0,0,39.2,90.8,913.8,306,1.2,136
2018-01-01 04:00:00+00:00,2018-01-01T05:00:00Z,PT60M,20.2,0.12,-152,23.8,18.7,0,0,0,0,0,0,38.9,91.4,913.1,295,1.2,131
2018-01-01 05:00:00+00:00,2018-01-01T06:00:00Z,PT60M,19.9,0.12,-138,5.8,18.6,0,0,0,0,0,0,38.6,91.9,912.5,285,1.2,123
2018-01-01 06:00:00+00:00,2018-01-01T07:00:00Z,PT60M,19.7,0.12,-127,6.7,18.5,0,0,0,0,0,0,38.7,92.6,912.3,277,1.2,113
2018-01-01 07:00:00+00:00,2018-01-01T08:00:00Z,PT60M,19.5,0.12,-120,5.7,18.4,0,0,0,0,0,0,39.0,93.4,912.4,272,1.2,101
2018-01-01 08:00:00+00:00,2018-01-01T09:00:00Z,PT60M,19.3,0.12,-114,23.6,18.3,12,0,0,12,12,12,39.3,94.1,912.5,268,1.2,88
2018-01-01 09:00:00+00:00,2018-01-01T10:00:00Z,PT60M,20.0,0.12,-110,66.4,18.4,63,0,0,63,62,63,39.6,90.4,912.9,271,1.8,75
2018-01-01 10:00:00+00:00,2018-01-01T11:00:00Z,PT60M,21.6,0.12,-106,73.5,18.6,113,0,0,113,110,113,39.8,83.0,913.4,275,3.0,62
2018-01-01 11:00:00+00:00,2018-01-01T12:00:00Z,PT60M,23.1,0.12,-104,65.2,18.7,219,35,26,246,237,254,39.9,76.2,913.8,277,4.2,48
2018-01-01 12:00:00+00:00,2018-01-01T13:00:00Z,PT60M,24.4,0.12,-102,19.3,18.7,404,359,288,692,648,776,40.2,70.7,913.8,278,4.8,35
2018-01-01 13:00:00+00:00,2018-01-01T14:00:00Z,PT60M,25.4,0.12,-103,23.4,18.5,524,256,238,762,726,786,40.6,66.0,913.2,279,4.9,21
2018-01-01 14:00:00+00:00,2018-01-01T15:00:00Z,PT60M,26.3,0.12,-126,18.8,18.4,440,427,424,864,819,867,40.9,61.7,912.6,280,4.9,8
2018-01-01 15:00:00+00:00,2018-01-01T16:00:00Z,PT60M,26.4,0.12,122,36.0,18.7,444,237,233,676,646,681,41.4,62.7,912.0,279,4.7,8
2018-01-01 16:00:00+00:00,2018-01-01T17:00:00Z,PT60M,25.6,0.12,103,21.5,19.5,352,455,417,769,722,812,42.0,68.9,911.5,275,4.5,22
2018-01-01 17:00:00+00:00,2018-01-01T18:00:00Z,PT60M,24.8,0.12,102,24.0,20.2,408,295,229,637,599,712,42.5,75.7,911.0,271,4.2,35
2018-01-01 18:00:00+00:00,2018-01-01T19:00:00Z,PT60M,24.0,0.12,104,16.2,20.5,284,406,268,553,500,722,42.8,81.1,910.8,268,3.7,49
2018-01-01 19:00:00+00:00,2018-01-01T20:00:00Z,PT60M,23.1,0.12,106,57.0,20.3,172,27,12,184,177,202,42.9,84.6,910.8,267,3.0,63
2018-01-01 20:00:00+00:00,2018-01-01T21:00:00Z,PT60M,22.2,0.12,110,24.9,20.2,105,168,46,150,123,252,42.9,88.2,910.8,265,2.3,76
2018-01-01 21:00:00+00:00,2018-01-01T22:00:00Z,PT60M,21.9,0.12,114,3.3,20.0,14,58,6,20,12,13,42.3,89.4,911.0,271,1.9,89
2018-01-01 22:00:00+00:00,2018-01-01T23:00:00Z,PT60M,22.0,0.12,120,0.0,19.9,0,0,0,0,0,0,41.1,88.1,911.3,286,1.9,102
2018-01-01 23:00:00+00:00,2018-01-02T00:00:00Z,PT60M,22.0,0.12,128,0.0,19.8,0,0,0,0,0,0,40.0,86.9,911.6,299,2.0,113
2018-01-02 00:00:00+00:00,2018-01-02T01:00:00Z,PT60M,21.8,0.12,138,0.0,19.7,0,0,0,0,0,0,39.2,88.1,911.8,303,1.9,124
2018-01-02 01:00:00+00:00,2018-01-02T02:00:00Z,PT60M,21.1,0.12,152,0.0,19.8,0,0,0,0,0,0,38.8,91.8,911.9,298,1.6,132
2018-01-02 02:00:00+00:00,2018-01-02T03:00:00Z,PT60M,20.5,0.12,171,0.0,19.8,0,0,0,0,0,0,38.5,95.6,911.9,290,1.3,136
2018-01-02 03:00:00+00:00,2018-01-02T04:00:00Z,PT60M,20.1,0.12,-170,0.0,19.7,0,0,0,0,0,0,38.2,97.7,911.7,279,1.1,136
2018-01-02 04:00:00+00:00,2018-01-02T05:00:00Z,PT60M,19.8,0.12,-152,0.0,19.5,0,0,0,0,0,0,37.9,98.2,911.3,268,1.2,131
2018-01-02 05:00:00+00:00,2018-01-02T06:00:00Z,PT60M,19.6,0.12,-138,0.0,19.4,0,0,0,0,0,0,37.6,98.6,910.9,257,1.3,123
2018-01-02 06:00:00+00:00,2018-01-02T07:00:00Z,PT60M,19.5,0.12,-127,0.0,19.2,0,0,0,0,0,0,37.2,98.7,910.8,251,1.3,113
2018-01-02 07:00:00+00:00,2018-01-02T08:00:00Z,PT60M,19.4,0.12,-120,0.0,19.1,0,0,0,0,0,0,36.7,98.5,910.9,247,1.1,101
2018-01-02 08:00:00+00:00,2018-01-02T09:00:00Z,PT60M,19.3,0.12,-114,19.8,19.1,10,15,1,11,9,9,36.2,98.2,911.0,241,1.0,89
2018-01-02 09:00:00+00:00,2018-01-02T10:00:00Z,PT60M,19.9,0.12,-110,83.5,19.3,30,0,0,30,30,30,36.2,96.0,911.2,252,1.3,75
2018-01-02 10:00:00+00:00,2018-01-02T11:00:00Z,PT60M,21.2,0.12,-106,67.3,19.9,151,0,0,151,147,151,36.6,92.0,911.4,265,2.2,62
2018-01-02 11:00:00+00:00,2018-01-02T12:00:00Z,PT60M,22.5,0.12,-104,64.9,20.4,245,0,0,245,239,245,36.9,88.2,911.6,270,3.1,48
2018-01-02 12:00:00+00:00,2018-01-02T13:00:00Z,PT60M,23.2,0.12,-102,52.7,20.9,405,0,0,405,395,405,37.0,87.2,911.5,273,3.6,35
2018-01-02 13:00:00+00:00,2018-01-02T14:00:00Z,PT60M,23.3,0.12,-103,54.1,21.4,461,0,0,461,450,461,36.9,88.8,911.0,276,3.8,21
2018-01-02 14:00:00+00:00,2018-01-02T15:00:00Z,PT60M,23.4,0.12,-125,29.9,21.8,593,159,159,752,724,752,36.9,90.5,910.6,279,4.0,8
2018-01-02 15:00:00+00:00,2018-01-02T16:00:00Z,PT60M,23.7,0.12,122,30.2,21.9,605,142,140,746,719,748,36.9,89.6,910.0,280,4.1,8
2018-01-02 16:00:00+00:00,2018-01-02T17:00:00Z,PT60M,24.1,0.12,103,23.6,21.7,365,427,391,756,712,796,37.0,86.4,909.1,281,3.9,21
2018-01-02 17:00:00+00:00,2018-01-02T18:00:00Z,PT60M,24.5,0.12,102,12.7,21.5,332,501,414,746,691,853,37.1,83.4,908.3,282,3.7,35
2018-01-02 18:00:00+00:00,2018-01-02T19:00:00Z,PT60M,24.7,0.12,104,29.8,21.1,342,174,122,464,437,532,37.3,80.3,907.8,286,3.4,49
2018-01-02 19:00:00+00:00,2018-01-02T20:00:00Z,PT60M,24.8,0.12,106,28.3,20.5,222,190,91,313,283,438,37.8,77.2,907.7,294,3.1,63
2018-01-02 20:00:00+00:00,2018-01-02T21:00:00Z,PT60M,24.8,0.12,110,27.9,19.9,89,154,34,123,98,193,38.2,74.3,907.6,304,2.8,76
2018-01-02 21:00:00+00:00,2018-01-02T22:00:00Z,PT60M,24.8,0.12,114,0.6,19.6,14,63,6,20,12,13,38.7,73.2,907.8,307,2.7,89
2018-01-02 22:00:00+00:00,2018-01-02T23:00:00Z,PT60M,24.7,0.12,120,0.0,19.7,0,0,0,0,0,0,39.4,73.8,908.5,304,2.6,102
2018-01-02 23:00:00+00:00,2018-01-03T00:00:00Z,PT60M,24.6,0.12,128,0.0,19.8,0,0,0,0,0,0,40.0,74.4,909.1,300,2.5,113
2018-01-03 00:00:00+00:00,2018-01-03T01:00:00Z,PT60M,24.2,0.12,138,0.0,19.5,0,0,0,0,0,0,40.4,75.0,909.5,297,2.7,124
2018-01-03 01:00:00+00:00,2018-01-03T02:00:00Z,PT60M,23.4,0.12,152,0.0,18.8,0,0,0,0,0,0,40.6,75.6,909.8,293,3.0,132
2018-01-03 02:00:00+00:00,2018-01-03T03:00:00Z,PT60M,22.6,0.12,170,0.0,18.2,0,0,0,0,0,0,40.7,76.3,910.1,291,3.4,136
2018-01-03 03:00:00+00:00,2018-01-03T04:00:00Z,PT60M,21.9,0.12,-170,0.0,17.9,0,0,0,0,0,0,40.7,77.8,910.0,290,3.4,136
2018-01-03 04:00:00+00:00,2018-01-03T05:00:00Z,PT60M,21.4,0.12,-152,0.0,17.8,0,0,0,0,0,0,40.5,80.0,909.6,292,3.0,132
2018-01-03 05:00:00+00:00,2018-01-03T06:00:00Z,PT60M,20.9,0.12,-138,0.0,17.8,0,0,0,0,0,0,40.3,82.3,909.3,294,2.5,123
2018-01-03 06:00:00+00:00,2018-01-03T07:00:00Z,PT60M,20.6,0.12,-127,0.0,17.8,0,0,0,0,0,0,40.2,84.3,909.2,296,2.4,113
2018-01-03 07:00:00+00:00,2018-01-03T08:00:00Z,PT60M,20.3,0.12,-120,0.8,17.9,0,0,0,0,0,0,40.3,85.9,909.4,297,2.5,101
2018-01-03 08:00:00+00:00,2018-01-03T09:00:00Z,PT60M,20.1,0.12,-114,32.4,18.0,8,0,0,8,8,8,40.4,87.4,909.6,297,2.6,89
2018-01-03 09:00:00+00:00,2018-01-03T10:00:00Z,PT60M,20.6,0.12,-110,78.4,18.2,45,0,0,45,44,45,40.9,86.1,909.9,291,3.2,76
2018-01-03 10:00:00+00:00,2018-01-03T11:00:00Z,PT60M,21.8,0.12,-106,77.6,18.6,101,0,0,101,99,101,41.9,82.0,910.2,284,4.5,62
2018-01-03 11:00:00+00:00,2018-01-03T12:00:00Z,PT60M,22.9,0.12,-104,65.6,18.9,231,0,0,231,225,231,42.8,78.2,910.5,279,5.8,48
2018-01-03 12:00:00+00:00,2018-01-03T13:00:00Z,PT60M,23.7,0.12,-102,47.3,19.5,289,207,177,467,440,505,43.3,77.1,910.5,279,6.2,35
2018-01-03 13:00:00+00:00,2018-01-03T14:00:00Z,PT60M,24.1,0.12,-103,17.5,20.2,440,407,378,818,773,855,43.4,78.6,910.2,280,5.8,21
2018-01-03 14:00:00+00:00,2018-01-03T15:00:00Z,PT60M,24.5,0.12,-124,13.3,20.9,371,557,549,921,869,929,43.4,80.1,910.0,282,5.4,8
2018-01-03 15:00:00+00:00,2018-01-03T16:00:00Z,PT60M,24.6,0.12,122,35.3,21.2,573,115,114,686,663,688,43.3,81.4,909.7,283,5.1,8
2018-01-03 16:00:00+00:00,2018-01-03T17:00:00Z,PT60M,24.3,0.12,103,23.0,21.1,441,349,320,761,722,793,43.0,82.4,909.2,281,4.9,21
2018-01-03 17:00:00+00:00,2018-01-03T18:00:00Z,PT60M,24.0,0.12,102,21.5,21.0,399,328,277,676,636,739,42.8,83.4,908.7,279,4.7,35
2018-01-03 18:00:00+00:00,2018-01-03T19:00:00Z,PT60M,23.7,0.12,104,47.4,20.9,351,1,1,352,343,352,42.8,84.4,908.6,279,4.1,49
2018-01-03 19:00:00+00:00,2018-01-03T20:00:00Z,PT60M,23.4,0.12,106,42.7,20.8,245,0,0,245,240,245,42.9,85.6,908.7,282,2.9,63
2018-01-03 20:00:00+00:00,2018-01-03T21:00:00Z,PT60M,23.1,0.12,110,29.9,20.7,131,24,4,135,128,140,43.0,86.8,908.8,288,1.8,76
2018-01-03 21:00:00+00:00,2018-01-03T22:00:00Z,PT60M,22.7,0.12,114,6.5,20.6,17,20,2,19,16,18,43.4,87.9,909.1,298,1.2,89
2018-01-03 22:00:00+00:00,2018-01-03T23:00:00Z,PT60M,22.2,0.12,120,23.7,20.3,0,0,0,0,0,0,44.2,88.7,909.6,306,1.3,102
2018-01-03 23:00:00+00:00,2018-01-04T00:00:00Z,PT60M,21.8,0.12,128,31.4,20.0,0,0,0,0,0,0,44.9,89.6,910.1,312,1.4,113
2018-01-04 00:00:00+00:00,2018-01-04T01:00:00Z,PT60M,21.5,0.12,138,30.3,19.9,0,0,0,0,0,0,45.6,90.9,910.6,312,1.4,124
2018-01-04 01:00:00+00:00,2018-01-04T02:00:00Z,PT60M,21.2,0.12,152,38.8,20.0,0,0,0,0,0,0,46.1,92.6,911.1,307,1.3,132
2018-01-04 02:00:00+00:00,2018-01-04T03:00:00Z,PT60M,20.9,0.12,170,46.0,20.0,0,0,0,0,0,0,46.6,94.3,911.6,302,1.3,136
2018-01-04 03:00:00+00:00,2018-01-04T04:00:00Z,PT60M,20.7,0.12,-170,46.5,20.0,0,0,0,0,0,0,46.7,95.6,911.6,300,1.3,136
2018-01-04 04:00:00+00:00,2018-01-04T05:00:00Z,PT60M,20.5,0.12,-152,53.8,19.9,0,0,0,0,0,0,46.4,96.4,911.1,301,1.3,132
2018-01-04 05:00:00+00:00,2018-01-04T06:00:00Z,PT60M,20.3,0.12,-138,61.0,19.8,0,0,0,0,0,0,46.2,97.2,910.7,303,1.4,124
2018-01-04 06:00:00+00:00,2018-01-04T07:00:00Z,PT60M,20.2,0.12,-127,57.9,19.8,0,0,0,0,0,0,46.0,97.8,910.7,308,1.5,113
2018-01-04 07:00:00+00:00,2018-01-04T08:00:00Z,PT60M,20.1,0.12,-120,65.5,19.8,0,0,0,0,0,0,45.8,98.2,911.1,315,1.7,101
2018-01-04 08:00:00+00:00,2018-01-04T09:00:00Z,PT60M,20.0,0.12,-114,68.2,19.8,9,0,0,9,9,9,45.7,98.6,911.4,321,1.9,89
2018-01-04 09:00:00+00:00,2018-01-04T10:00:00Z,PT60M,20.2,0.12,-110,75.3,19.8,47,0,0,47,46,47,45.8,97.3,912.0,321,2.2,76
2018-01-04 10:00:00+00:00,2018-01-04T11:00:00Z,PT60M,20.7,0.12,-106,83.0,19.7,72,0,0,72,70,72,46.1,94.6,912.8,318,2.6,62
2018-01-04 11:00:00+00:00,2018-01-04T12:00:00Z,PT60M,21.1,0.12,-103,89.9,19.7,67,0,0,67,65,67,46.4,91.9,913.5,316,2.9,49
2018-01-04 12:00:00+00:00,2018-01-04T13:00:00Z,PT60M,21.4,0.12,-102,85.0,19.8,137,0,0,137,134,137,46.6,90.4,913.8,314,2.9,35
2018-01-04 13:00:00+00:00,2018-01-04T14:00:00Z,PT60M,21.6,0.12,-102,83.3,19.9,164,0,0,164,160,164,46.5,90.1,913.7,312,2.4,21
2018-01-04 14:00:00+00:00,2018-01-04T15:00:00Z,PT60M,21.8,0.12,-123,90.6,20.0,100,0,0,100,97,100,46.5,89.7,913.6,310,2.0,8
2018-01-04 15:00:00+00:00,2018-01-04T16:00:00Z,PT60M,21.9,0.12,122,90.7,20.2,99,0,0,99,97,99,46.6,90.1,913.3,311,1.6,8
2018-01-04 16:00:00+00:00,2018-01-04T17:00:00Z,PT60M,21.8,0.12,102,88.4,20.4,115,0,0,115,112,115,46.7,91.2,912.8,320,1.2,21
2018-01-04 17:00:00+00:00,2018-01-04T18:00:00Z,PT60M,21.8,0.12,102,96.6,20.5,29,0,0,29,28,29,46.8,92.3,912.3,338,0.8,35
2018-01-04 18:00:00+00:00,2018-01-04T19:00:00Z,PT60M,21.6,0.12,103,94.5,20.4,36,0,0,36,35,36,46.8,93.1,912.2,6,0.7,49
2018-01-04 19:00:00+00:00,2018-01-04T20:00:00Z,PT60M,21.2,0.12,106,87.5,20.1,49,0,0,49,48,49,46.9,93.5,912.3,32,0.8,62
2018-01-04 20:00:00+00:00,2018-01-04T21:00:00Z,PT60M,20.9,0.12,110,57.3,19.8,78,0,0,78,76,78,46.9,93.8,912.4,50,1.0,76
2018-01-04 21:00:00+00:00,2018-01-04T22:00:00Z,PT60M,20.6,0.12,114,51.1,19.6,13,0,0,13,13,13,47.0,93.8,912.8,57,1.3,89
2018-01-04 22:00:00+00:00,2018-01-04T23:00:00Z,PT60M,20.5,0.12,120,74.0,19.4,0,0,0,0,0,0,47.1,93.4,913.5,57,1.7,102
2018-01-04 23:00:00+00:00,2018-01-05T00:00:00Z,PT60M,20.4,0.12,127,76.5,19.2,0,0,0,0,0,0,47.2,93.0,914.2,58,2.1,113
2018-01-05 00:00:00+00:00,2018-01-05T01:00:00Z,PT60M,20.1,0.12,138,76.9,19.1,0,0,0,0,0,0,47.2,93.9,914.7,57,2.2,124
2018-01-05 01:00:00+00:00,2018-01-05T02:00:00Z,PT60M,19.7,0.12,152,67.3,19.1,0,0,0,0,0,0,47.3,96.1,915.0,55,2.2,132
2018-01-05 02:00:00+00:00,2018-01-05T03:00:00Z,PT60M,19.4,0.12,170,60.0,19.1,0,0,0,0,0,0,47.4,98.3,915.2,53,2.2,136
2018-01-05 03:00:00+00:00,2018-01-05T04:00:00Z,PT60M,19.2,0.12,-170,60.0,19.1,0,0,0,0,0,0,47.2,99.1,915.2,48,2.3,136
2018-01-05 04:00:00+00:00,2018-01-05T05:00:00Z,PT60M,19.3,0.12,-152,58.8,19.0,0,0,0,0,0,0,46.9,98.4,914.8,40,2.6,132
2018-01-05 05:00:00+00:00,2018-01-05T06:00:00Z,PT60M,19.4,0.12,-138,48.4,19.0,0,0,0,0,0,0,46.6,97.8,914.4,34,2.9,124
2018-01-05 06:00:00+00:00,2018-01-05T07:00:00Z,PT60M,19.4,0.12,-127,59.0,19.0,0,0,0,0,0,0,46.4,97.5,914.3,31,3.0,113
2018-01-05 07:00:00+00:00,2018-01-05T08:00:00Z,PT60M,19.4,0.12,-120,53.6,19.0,0,0,0,0,0,0,46.2,97.5,914.4,30,2.8,101
2018-01-05 08:00:00+00:00,2018-01-05T09:00:00Z,PT60M,19.4,0.12,-114,52.3,19.0,9,0,0,9,8,9,46.0,97.5,914.5,28,2.7,89
2018-01-05 09:00:00+00:00,2018-01-05T10:00:00Z,PT60M,19.9,0.12,-109,67.5,19.2,68,0,0,68,66,68,45.6,95.4,914.7,25,2.8,76
2018-01-05 10:00:00+00:00,2018-01-05T11:00:00Z,PT60M,20.9,0.12,-106,69.9,19.5,140,0,0,140,137,140,45.1,91.4,915.0,20,3.1,62
2018-01-05 11:00:00+00:00,2018-01-05T12:00:00Z,PT60M,21.9,0.12,-103,53.4,19.8,300,18,13,313,305,319,44.6,87.6,915.3,16,3.4,49
2018-01-05 12:00:00+00:00,2018-01-05T13:00:00Z,PT60M,22.4,0.12,-102,10.5,20.0,279,593,485,765,704,891,44.2,86.4,915.4,11,3.6,35
2018-01-05 13:00:00+00:00,2018-01-05T14:00:00Z,PT60M,22.4,0.12,-102,25.3,20.3,528,228,209,738,705,762,44.0,87.7,915.2,5,3.6,21
2018-01-05 14:00:00+00:00,2018-01-05T15:00:00Z,PT60M,22.4,0.12,-121,28.1,20.5,584,182,180,763,735,766,43.8,88.9,915.1,358,3.6,8
2018-01-05 15:00:00+00:00,2018-01-05T16:00:00Z,PT60M,22.3,0.12,121,66.3,20.6,357,3,3,361,352,361,43.9,90.4,914.8,357,3.5,8
2018-01-05 16:00:00+00:00,2018-01-05T17:00:00Z,PT60M,22.0,0.12,102,96.4,20.7,36,0,0,36,35,36,44.2,92.1,914.4,0,3.4,21
2018-01-05 17:00:00+00:00,2018-01-05T18:00:00Z,PT60M,21.7,0.12,102,97.5,20.7,26,0,0,26,25,26,44.5,93.8,914.0,4,3.3,35
2018-01-05 18:00:00+00:00,2018-01-05T19:00:00Z,PT60M,21.4,0.12,103,96.6,20.5,24,0,0,24,24,24,44.9,95.1,913.8,7,3.1,49
2018-01-05 19:00:00+00:00,2018-01-05T20:00:00Z,PT60M,20.9,0.12,106,90.8,20.2,41,0,0,41,40,41,45.2,96.1,913.9,12,2.9,62
2018-01-05 20:00:00+00:00,2018-01-05T21:00:00Z,PT60M,20.4,0.12,109,82.9,19.9,30,0,0,30,29,30,45.4,97.1,914.0,17,2.7,76
2018-01-05 21:00:00+00:00,2018-01-05T22:00:00Z,PT60M,20.1,0.12,114,64.4,19.6,10,0,0,10,9,10,45.0,97.0,914.3,19,2.2,89
2018-01-05 22:00:00+00:00,2018-01-05T23:00:00Z,PT60M,19.9,0.12,120,65.4,19.2,0,0,0,0,0,0,43.7,96.0,915.0,15,1.3,102
2018-01-05 23:00:00+00:00,2018-01-06T00:00:00Z,PT60M,19.7,0.12,127,75.3,18.9,0,0,0,0,0,0,42.4,95.0,915.7,358,0.5,113
2018-01-06 00:00:00+00:00,2018-01-06T01:00:00Z,PT60M,19.5,0.12,138,75.8,18.7,0,0,0,0,0,0,41.3,94.8,916.0,283,0.3,124
2018-01-06 01:00:00+00:00,2018-01-06T02:00:00Z,PT60M,19.4,0.12,152,73.6,18.6,0,0,0,0,0,0,40.3,95.4,916.2,270,0.5,132
2018-01-06 02:00:00+00:00,2018-01-06T03:00:00Z,PT60M,19.3,0.12,170,79.8,18.6,0,0,0,0,0,0,39.4,96.0,916.2,265,0.7,137
2018-01-06 03:00:00+00:00,2018-01-06T04:00:00Z,PT60M,19.2,0.12,-170,91.7,18.6,0,0,0,0,0,0,38.5,96.3,916.1,274,0.5,137
2018-01-06 04:00:00+00:00,2018-01-06T05:00:00Z,PT60M,19.2,0.12,-152,98.9,18.6,0,0,0,0,0,0,37.6,96.3,915.6,1,0.3,132
2018-01-06 05:00:00+00:00,2018-01-06T06:00:00Z,PT60M,19.2,0.12,-138,98.2,18.6,0,0,0,0,0,0,36.8,96.3,915.1,43,0.8,124
2018-01-06 06:00:00+00:00,2018-01-06T07:00:00Z,PT60M,19.1,0.12,-127,98.0,18.5,0,0,0,0,0,0,36.3,96.4,915.0,51,1.2,113
2018-01-06 07:00:00+00:00,2018-01-06T08:00:00Z,PT60M,19.0,0.12,-120,98.0,18.4,0,0,0,0,0,0,36.1,96.6,915.1,54,1.4,102
2018-01-06 08:00:00+00:00,2018-01-06T09:00:00Z,PT60M,18.9,0.12,-114,98.0,18.4,1,0,0,1,1,1,35.9,96.8,915.2,56,1.6,89
2018-01-06 09:00:00+00:00,2018-01-06T10:00:00Z,PT60M,19.3,0.12,-109,96.4,18.4,8,0,0,8,8,8,36.6,94.6,915.4,42,1.7,76
2018-01-06 10:00:00+00:00,2018-01-06T11:00:00Z,PT60M,20.3,0.12,-106,92.4,18.7,33,0,0,33,33,33,38.2,90.2,915.7,18,2.2,62
2018-01-06 11:00:00+00:00,2018-01-06T12:00:00Z,PT60M,21.3,0.12,-103,88.9,18.9,73,0,0,73,72,73,39.7,86.1,915.9,4,2.9,49
2018-01-06 12:00:00+00:00,2018-01-06T13:00:00Z,PT60M,21.8,0.12,-101,81.8,19.1,156,0,0,156,152,156,40.5,84.8,915.9,353,3.2,35
2018-01-06 13:00:00+00:00,2018-01-06T14:00:00Z,PT60M,21.9,0.12,-102,71.1,19.4,286,0,0,286,279,286,40.7,86.0,915.7,339,3.1,21
2018-01-06 14:00:00+00:00,2018-01-06T15:00:00Z,PT60M,21.9,0.12,-120,60.6,19.7,417,0,0,417,407,417,40.7,87.2,915.5,326,3.3,8
2018-01-06 15:00:00+00:00,2018-01-06T16:00:00Z,PT60M,22.0,0.12,121,57.7,19.9,450,0,0,450,439,450,40.7,87.6,915.0,318,3.2,8
2018-01-06 16:00:00+00:00,2018-01-06T17:00:00Z,PT60M,22.2,0.12,102,62.6,20.0,372,0,0,372,363,372,40.6,87.1,914.2,314,2.7,21
2018-01-06 17:00:00+00:00,2018-01-06T18:00:00Z,PT60M,22.4,0.12,101,67.6,20.0,278,0,0,278,272,278,40.5,86.6,913.5,309,2.3,35
2018-01-06 18:00:00+00:00,2018-01-06T19:00:00Z,PT60M,22.4,0.12,103,72.8,20.0,180,0,0,180,176,180,40.6,86.2,913.0,310,1.7,49
2018-01-06 19:00:00+00:00,2018-01-06T20:00:00Z,PT60M,22.3,0.12,106,78.6,19.9,93,0,0,93,91,93,41.1,86.0,912.8,331,1.0,62
2018-01-06 20:00:00+00:00,2018-01-06T21:00:00Z,PT60M,22.2,0.12,109,84.0,19.8,32,0,0,32,31,32,41.6,85.9,912.6,23,0.8,76
2018-01-06 21:00:00+00:00,2018-01-06T22:00:00Z,PT60M,22.1,0.12,114,81.5,19.7,3,0,0,3,3,3,41.5,86.4,912.7,51,1.1,89
2018-01-06 22:00:00+00:00,2018-01-06T23:00:00Z,PT60M,21.9,0.12,119,70.6,19.8,0,0,0,0,0,0,40.9,87.6,913.1,54,1.4,102
2018-01-06 23:00:00+00:00,2018-01-07T00:00:00Z,PT60M,21.7,0.12,127,59.6,19.8,0,0,0,0,0,0,40.3,88.9,913.5,56,1.7,113
2018-01-07 00:00:00+00:00,2018-01-07T01:00:00Z,PT60M,21.2,0.12,137,58.2,19.6,0,0,0,0,0,0,40.1,90.6,913.8,55,1.7,124
2018-01-07 01:00:00+00:00,2018-01-07T02:00:00Z,PT60M,20.3,0.12,152,65.2,19.1,0,0,0,0,0,0,40.2,92.8,914.0,52,1.5,132
2018-01-07 02:00:00+00:00,2018-01-07T03:00:00Z,PT60M,19.5,0.12,170,73.1,18.7,0,0,0,0,0,0,40.2,95.1,914.2,47,1.4,137
2018-01-07 03:00:00+00:00,2018-01-07T04:00:00Z,PT60M,19.0,0.12,-170,80.1,18.4,0,0,0,0,0,0,39.9,96.6,914.2,42,1.3,137
2018-01-07 04:00:00+00:00,2018-01-07T05:00:00Z,PT60M,18.7,0.12,-152,86.1,18.2,0,0,0,0,0,0,39.2,97.2,913.9,37,1.2,132
2018-01-07 05:00:00+00:00,2018-01-07T06:00:00Z,PT60M,18.4,0.12,-138,92.1,18.1,0,0,0,0,0,0,38.5,97.8,913.6,31,1.2,124
2018-01-07 06:00:00+00:00,2018-01-07T07:00:00Z,PT60M,18.2,0.12,-127,93.7,18.0,0,0,0,0,0,0,37.6,98.2,913.6,34,1.3,114
2018-01-07 07:00:00+00:00,2018-01-07T08:00:00Z,PT60M,18.1,0.12,-120,90.9,17.9,0,0,0,0,0,0,36.5,98.4,913.8,42,1.4,102
2018-01-07 08:00:00+00:00,2018-01-07T09:00:00Z,PT60M,18.1,0.12,-114,88.2,17.8,3,0,0,3,3,3,35.4,98.6,913.9,49,1.6,89
2018-01-07 09:00:00+00:00,2018-01-07T10:00:00Z,PT60M,18.9,0.12,-109,86.2,18.0,27,0,0,27,26,27,34.7,94.3,914.2,44,1.7,76
2018-01-07 10:00:00+00:00,2018-01-07T11:00:00Z,PT60M,20.7,0.12,-106,84.5,18.4,68,0,0,68,66,68,34.2,86.4,914.5,28,1.9,63
2018-01-07 11:00:00+00:00,2018-01-07T12:00:00Z,PT60M,22.5,0.12,-103,83.0,18.7,114,0,0,114,111,114,33.8,79.2,914.8,17,2.2,49
2018-01-07 12:00:00+00:00,2018-01-07T13:00:00Z,PT60M,23.4,0.12,-101,82.5,19.1,150,0,0,150,147,150,33.4,77.0,914.8,14,2.4,35
2018-01-07 13:00:00+00:00,2018-01-07T14:00:00Z,PT60M,23.4,0.12,-101,83.5,19.6,165,0,0,165,161,165,32.9,79.3,914.5,18,2.4,21
